2013 Treeline Meterological Hourly Data (Summary),,,,,,,,,
,,,,,,,,,
Reference Dataset with the following format:,,,,,,,,,
 ,[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University,,,,,,,
 ,URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,,,,,,,
,,,,,,,,,
,,,,,,,,,
 ,Column.Variable-units| Description,,,,,,,,
 ,1. DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,,,,,,,
 ,2. Precipitation-mm| Cumulative Shielded Rain gage depth [mm],,,,,,,,
 ,3. AirTemperature-C| Air Temperature at 2m above ground Averaged [C]],,,,,,,,
 ,4. SolarRadiation-Watts/m2| Solar Radiation Averaged [Watts/m2],,,,,,,,
 ,5. Net Radiation-Watts/m2| Net Radiation Averaged [Watts/m2],,,,,,,,
 ,6. Relative Humidity-percent| Relative Humidity at 2m above ground Averaged [percent],,,,,,,,
 ,7. Wind Direction-Degree| Mean Resultant Wind Direction at 2m above ground [Degree],,,,,,,,
 ,8. Wind Speed-m/s| Wind Speed at 2m above ground Averaged [m/s],,,,,,,,
 ,9.Snow Depth-cm| Filtered depth of snow above ground Acoustic Sensor [cm],,,,,,,,
 ,Note: -6999 denotes missing data,,,,,,,,
,,,,,,,,,
DateTime,Precipitation-mm,AirTemperature-C,SolarRadiation-Watts/m2,NetRadiation-Watts/m2,RelativeHumidity-%,WindDirection-Degree,WindSpeed-m/s,SnowDepth-cm,
2/17/2013 9:00,81.3,-4.9,210.7,-83.1,79.6,5.9,7.45,30.88,
2/17/2013 10:00,81.3,-3.9,474.5,-8.9,76.8,345.8,7.39,30.9,
2/17/2013 11:00,81.3,-3.1,577.9,136.9,73.8,337.4,6.53,30.93,
2/17/2013 12:00,81.3,-2.2,654.8,56.77,70.6,310.2,4.74,30.99,
2/17/2013 13:00,81.3,-1.6,792,183.8,65.54,339.7,5.03,31.08,
2/17/2013 14:00,81.3,-1.4,484.3,68.61,64.2,328.2,5.04,31.19,
2/17/2013 15:00,81.3,-1.3,257.4,34.3,65.03,303,4.93,31.3,
2/17/2013 16:00,81.3,-1.5,178.1,11.44,64.98,306.6,5.13,31.41,
2/17/2013 17:00,81.3,-2.1,62.93,-36.01,68.27,313.1,4.51,31.5,
2/17/2013 18:00,81.3,-2.4,22.9,-50,68.28,340.8,4.23,31.59,
2/17/2013 19:00,81.3,-2.9,2.35,-53.41,69.72,338.7,5.67,31.65,
2/17/2013 20:00,81.3,-3.4,2.35,-52.14,71.8,351.8,5.35,31.7,
2/17/2013 21:00,81.3,-3.6,2.35,-50.44,73.2,19.1,5.06,31.74,
2/17/2013 22:00,81.3,-3.8,2.58,-54.26,71.1,22.2,6.93,31.77,
2/17/2013 23:00,81.3,-3.6,2.62,-53.84,65.73,21.7,7.25,31.79,
2/18/2013 0:00,81.3,-3.5,2.62,-51.29,62.32,17.2,6.56,31.8,
2/18/2013 1:00,81.3,-3.5,2.29,-52.99,61.94,356.7,5.2,31.8,
2/18/2013 2:00,81.3,-3.8,1.37,-49.6,57.98,1.7,3.58,31.79,
2/18/2013 3:00,81.3,-3.4,1.5,-50.45,49.94,15.2,4.07,31.78,
2/18/2013 4:00,81.3,-3.2,1.17,-48.75,47.83,10.5,4.3,31.76,
2/18/2013 5:00,81.3,-3.8,0,-38.16,49.79,18.7,1.06,31.74,
2/18/2013 6:00,81.3,-3.7,0,-19.5,52.58,46.4,4.96,31.69,
2/18/2013 7:00,81.3,-3.6,0,-27.98,53.35,81.4,7.22,31.61,
2/18/2013 8:00,81.3,-3.6,23.14,-24.59,49.07,83.6,7.78,31.5,
2/18/2013 9:00,81.3,-3.5,158.5,-22.47,50.2,85.7,7.52,31.39,
2/18/2013 10:00,81.3,-3.1,345.6,-11.44,53.8,91.3,8.92,31.26,
2/18/2013 11:00,81.3,-2.5,341.6,24.58,50.15,93,9.91,31.13,
2/18/2013 12:00,81.3,-2.4,557.2,51.27,49.85,96,11.75,31,
2/18/2013 13:00,81.3,-1.2,632.2,62.27,44.12,99.3,13.02,30.84,
2/18/2013 14:00,81.3,-0.7,453.5,83.4,39.91,107.9,10.52,30.68,
2/18/2013 15:00,81.3,-0.2,280,27.1,39.36,106.6,10.46,30.53,
2/18/2013 16:00,81.3,-0.2,233.3,16.09,39.13,104.2,10.37,30.4,
2/18/2013 17:00,81.3,-0.1,78.4,-2.33,39.16,96.9,11.43,30.31,
2/18/2013 18:00,81.3,-0.3,18.78,-5.93,39.21,88.9,13.05,30.27,
2/18/2013 19:00,81.3,-0.5,2.35,-5.51,37.56,93.2,12.37,30.26,
2/18/2013 20:00,81.3,-0.6,2.35,-14.83,39.25,84.1,10.81,30.28,
2/18/2013 21:00,81.3,-0.4,2.35,-28.81,42.48,84.7,7.76,30.31,
2/18/2013 22:00,81.3,-0.4,2.35,-23.3,44.1,88.3,10.27,30.33,
2/18/2013 23:00,81.3,-0.8,2.35,-19.49,44.49,86.4,13.83,30.34,
2/19/2013 0:00,81.3,-1.1,2.35,-10.17,44.13,90.2,14.99,30.32,
2/19/2013 1:00,81.3,-1.1,2.35,-21.18,42.63,89.4,14.74,30.27,
2/19/2013 2:00,81.3,-1.1,2.35,6.36,40.32,89.5,14.02,30.17,
2/19/2013 3:00,81.3,-0.8,2.35,-0.21,37.49,82.4,11.33,30.02,
2/19/2013 4:00,81.3,-0.7,2.33,-3.6,37.94,99.6,7.75,29.82,
2/19/2013 5:00,81.3,-1.9,1.17,-1.91,49.46,120.3,5.99,29.6,
2/19/2013 6:00,81.4,-3.2,1.17,-9.75,78.2,89.7,11.86,29.37,
2/19/2013 7:00,81.4,-3,1.17,-0.21,78.6,83.1,12.66,29.16,
2/19/2013 8:00,81.4,-2.5,13.14,-3.18,74.3,104.4,9.05,28.98,
2/19/2013 9:00,81.4,-2.4,33.33,-0.21,75.6,110.3,6.46,28.82,
2/19/2013 10:00,81.4,-2.2,147.9,36.44,71.2,98,8.91,28.69,
2/19/2013 11:00,81.4,-1.6,271.5,19.7,68.18,123.6,6.71,28.59,
2/19/2013 12:00,81.4,-0.3,125.7,7.2,65.61,152.6,4.28,28.54,
2/19/2013 13:00,81.4,-0.8,137,24.99,70.4,163,2.96,28.54,
2/19/2013 14:00,81.4,-3.1,384.2,56.33,85.1,296.2,3.56,28.59,
2/19/2013 15:00,81.4,-1.1,436.8,55.9,81.5,201.4,2.15,28.68,
2/19/2013 16:00,81.5,-0.7,95.5,3.6,78.8,274.3,2.29,28.8,
2/19/2013 17:00,81.5,-1.4,150.6,-5.08,82.3,9.2,2.06,28.96,
2/19/2013 18:00,81.5,-1.5,30.3,-27.11,83.7,226.3,1.16,29.15,
2/19/2013 19:00,81.5,-2.9,1.17,-20.76,96.7,357.2,1.69,29.36,
2/19/2013 20:00,81.6,-3.2,1.96,-19.07,95.6,346.6,5.04,29.6,
2/19/2013 21:00,81.6,-2.9,2.33,-29.24,89.6,1.7,6.06,29.83,
2/19/2013 22:00,81.6,-2.9,2.35,-27.33,87.1,11.1,7.76,30.05,
2/19/2013 23:00,81.6,-2.6,2.35,-29.24,81,16.2,8.23,30.24,
2/20/2013 0:00,81.6,-2.6,1.62,-31.99,75.3,2.5,7.15,30.4,
2/20/2013 1:00,81.6,-3.4,1.17,-40.04,86.7,9.5,8.98,30.51,
2/20/2013 2:00,81.6,-3.4,0,-47.46,81.6,10.3,9.77,30.6,
2/20/2013 3:00,81.6,-4.5,0,-39.42,91.6,27.7,8.66,30.67,
2/20/2013 4:00,81.6,-4.7,0,-50.02,88.1,27.9,8.99,30.73,
2/20/2013 5:00,81.6,-5.1,0,-54.68,87.8,38.8,10.25,30.77,
2/20/2013 6:00,81.6,-5.1,0,-57.23,83.6,24.6,8.25,30.8,
2/20/2013 7:00,81.6,-5.8,0,-55.96,89.5,26.3,8.11,30.81,
2/20/2013 8:00,81.6,-7.1,37.76,-42.41,97.4,27.8,10.42,30.81,
2/20/2013 9:00,81.6,-6.2,214.5,-48.33,91.7,25.2,9.06,30.78,
2/20/2013 10:00,81.6,-5.3,529.3,1.06,84.4,23.9,9.07,30.71,
2/20/2013 11:00,81.6,-3.9,663.5,91.6,75.1,346.3,7.15,30.61,
2/20/2013 12:00,81.6,-4.3,750,141.5,78.2,341.2,10.07,30.5,
2/20/2013 13:00,81.6,-3.8,823,214.2,75.6,344,10.17,30.37,
2/20/2013 14:00,81.6,-2.3,478.3,62.26,68.97,330.6,6.32,30.25,
2/20/2013 15:00,81.6,-2.2,701,93.6,64.98,329.4,7.07,30.13,
2/20/2013 16:00,81.6,-1.2,221.2,41.08,61.34,297,6.01,30.02,
2/20/2013 17:00,81.6,-2.1,149.4,31.77,64.23,309.9,6.97,29.94,
2/20/2013 18:00,81.6,-2.3,23.48,-52.11,61.88,312.4,7.84,29.87,
2/20/2013 19:00,81.6,-3.5,1.17,-55.51,64.27,339.8,11.71,29.84,
2/20/2013 20:00,81.6,-4.3,1.17,-55.95,69.31,340.8,9.12,29.85,
2/20/2013 21:00,81.6,-4.6,1.17,-57.23,67.61,347.7,11.06,29.88,
2/20/2013 22:00,81.6,-4.9,1.15,-57.44,67.54,349.6,10.66,29.94,
2/20/2013 23:00,81.6,-5.4,0,-58.08,68.57,356.6,7.81,30,
2/21/2013 0:00,81.6,-5.5,0,-51.72,64.56,358.6,7.29,30.06,
2/21/2013 1:00,81.7,-5.9,0,-47.49,61.96,26.2,9.98,30.1,
2/21/2013 2:00,81.7,-5.9,0,-60.85,60.37,20.7,12.37,30.13,
2/21/2013 3:00,81.7,-5.7,0,-56.4,52.83,15.3,12.11,30.15,
2/21/2013 4:00,81.7,-6.9,0,-57.67,59.71,33.3,10.21,30.16,
2/21/2013 5:00,81.7,-7.3,0,-55.56,61.21,18,10.05,30.16,
2/21/2013 6:00,81.7,-6.8,0,-55.56,55,12.5,8.47,30.14,
2/21/2013 7:00,81.7,-6.7,0,-51.32,49.99,4.1,6.97,30.11,
2/21/2013 8:00,81.7,-6.9,27.21,-73.8,50.12,21,7.7,30.05,
2/21/2013 9:00,81.7,-5.7,231.1,-59.15,46.68,9.3,7.75,29.98,
2/21/2013 10:00,81.7,-4.3,412.3,-9.75,46.91,10.5,7.92,29.92,
2/21/2013 11:00,81.7,-3.4,647.6,118.2,51.2,353.6,5.59,29.87,
2/21/2013 12:00,81.7,-2,751,174.6,50.01,289.9,4.96,29.85,
2/21/2013 13:00,81.7,-1.2,842,224,51.37,284.3,5.65,29.86,
2/21/2013 14:00,81.7,-0.9,589.1,52.51,54.27,308.1,5.64,29.86,
2/21/2013 15:00,81.7,-2.8,422.7,89.8,65.07,330.9,5.65,29.88,
2/21/2013 16:00,81.7,-2.3,205.3,28.17,62.72,303.1,4.44,29.9,
2/21/2013 17:00,81.8,-2.7,85.2,0.21,65.89,280.8,4.79,29.89,
2/21/2013 18:00,82,-3.5,15.55,-7.2,71,280,3.86,29.86,
2/21/2013 19:00,82.1,-4.5,1.17,-8.47,86.9,298.7,3.73,29.81,
2/21/2013 20:00,82.4,-4.9,1.17,-10.6,95.7,298.9,2.25,29.77,
2/21/2013 21:00,82.5,-4.7,1.17,-15.68,94,336,4.92,29.72,
2/21/2013 22:00,82.5,-4.4,1.17,-20.77,91.5,338.1,6.34,29.67,
2/21/2013 23:00,82.6,-4.2,1.17,-19.07,88.3,321.7,4.93,29.62,
2/22/2013 0:00,82.6,-4.2,1.17,-17.38,86.9,313.3,4.73,29.55,
2/22/2013 1:00,82.6,-4.4,1.17,-39.42,88.1,329.2,4.32,29.49,
2/22/2013 2:00,82.7,-4.9,1.17,-10.17,91.1,326,2.69,29.45,
2/22/2013 3:00,82.8,-4.9,1.17,-9.33,93.1,347.5,3.24,29.44,
2/22/2013 4:00,82.8,-4.8,1.17,-10.17,91.9,300.6,3.11,29.46,
2/22/2013 5:00,82.9,-4.8,1.17,-10.6,91.8,298.5,3.28,29.51,
2/22/2013 6:00,82.9,-4.7,1.17,-11.45,89.3,298.1,4.25,29.6,
2/22/2013 7:00,82.9,-4.8,1.17,-9.75,91.1,298.1,3.31,29.72,
2/22/2013 8:00,83,-4.6,11.15,-6.15,90.7,301.5,3.67,29.86,
2/22/2013 9:00,83.3,-4.7,83,-17.38,95.3,258,1.52,30.02,
2/22/2013 10:00,83.3,-4,209.1,-28.82,94.3,170.2,1.49,30.19,
2/22/2013 11:00,83.3,-3.3,186.5,-28.39,89.3,167.8,1.51,30.43,
2/22/2013 12:00,83.3,-3.1,140.8,-30.93,89.7,147.2,1.5,30.72,
2/22/2013 13:00,83.3,-2.1,504.6,119.5,86.4,156,2.5,31.07,
2/22/2013 14:00,83.3,-1.5,252.1,27.95,82.8,158.2,2.79,31.45,
2/22/2013 15:00,83.3,-1.5,163.3,25.83,81.7,163.5,2.37,31.88,
2/22/2013 16:00,83.3,-1.6,93.2,10.59,79.7,135.5,2.96,32.32,
2/22/2013 17:00,83.4,-1.5,41.83,-6.78,78.3,136.6,2.82,32.82,
2/22/2013 18:00,83.6,-2,9.59,-8.26,88,149.4,2.93,33.39,
2/22/2013 19:00,85,-2.7,1.17,0.21,97.7,164.2,2.21,34,
2/22/2013 20:00,87.1,-2.9,1.17,-0.64,100,110.5,2.61,34.62,
2/22/2013 21:00,88.6,-2.3,1.17,0.21,100,137.8,2.2,35.25,
2/22/2013 22:00,89.6,-1.9,1.17,1.06,100,171.7,2.39,35.98,
2/22/2013 23:00,91,-2,1.17,-0.21,100,142.8,2.22,36.69,
2/23/2013 0:00,92.3,-1.8,1.17,-0.21,100,151.1,2.78,37.45,
2/23/2013 1:00,92.6,-1.7,1.17,0.64,100,168.5,2.21,38.23,
2/23/2013 2:00,95.2,-1.6,1.17,3.18,100,171.4,2.34,39.05,
2/23/2013 3:00,103,-2.6,1.19,-1.91,100,318.2,5.36,39.89,
2/23/2013 4:00,105,-4.5,1.17,-2.12,98.9,333.8,12.3,40.73,
2/23/2013 5:00,105.3,-5.5,1.17,-13.99,96.8,315.7,11.06,41.56,
2/23/2013 6:00,105.3,-6,1.17,-38.15,93.7,301.3,10.87,42.39,
2/23/2013 7:00,105.3,-6.5,1.17,-9.75,88.8,305.2,7.77,43.23,
2/23/2013 8:00,105.3,-6.7,22.03,-9.33,85.2,322.9,8.21,44.03,
2/23/2013 9:00,105.3,-6.9,129.7,14.42,82.9,309.3,6.55,44.73,
2/23/2013 10:00,105.3,-5.8,266,81,80.1,299.1,7.31,45.26,
2/23/2013 11:00,105.3,-5.4,724,147.5,78.3,289.8,6.73,45.68,
2/23/2013 12:00,105.3,-4.3,367.1,31.78,75.8,284.9,6.22,46.03,
2/23/2013 13:00,105.3,-4.9,500.3,49.15,84,299,5.01,46.41,
2/23/2013 14:00,105.3,-3.7,458.1,47.45,76.5,285.8,5.72,46.69,
2/23/2013 15:00,105.3,-2.8,944,276.8,72.1,296.8,5.68,47,
2/23/2013 16:00,105.3,-3,613.2,259.8,72.6,317.1,6.97,47.29,
2/23/2013 17:00,105.3,-3.8,143.2,-40.25,75.5,337.9,9.28,47.45,
2/23/2013 18:00,105.3,-4.4,59.25,-11.23,79,339.9,7.97,47.48,
2/23/2013 19:00,105.4,-4.8,2.35,-42.18,83.2,346.4,6.4,47.5,
2/23/2013 20:00,105.4,-5.1,3.52,-40.69,86.3,346.9,7.96,47.52,
2/23/2013 21:00,105.4,-5.2,3.52,-26.49,89.4,347,8.4,47.53,
2/23/2013 22:00,105.4,-5.2,3.52,-13.99,89.6,348.3,7.08,47.55,
2/23/2013 23:00,105.5,-5.3,3.52,-12.29,90.6,343.6,7.62,47.58,
2/24/2013 0:00,105.5,-5.8,3.52,-4.03,95.8,354.2,8.3,47.61,
2/24/2013 1:00,105.5,-6,3.56,-3.6,98.8,355.8,6.25,47.65,
2/24/2013 2:00,105.5,-5.9,3.52,-4.03,98,48.9,5.45,47.69,
2/24/2013 3:00,105.5,-6,3.52,0.42,97.3,327.1,5.01,47.71,
2/24/2013 4:00,105.5,-6.4,3.52,-30.52,99.8,332.1,4.53,47.72,
2/24/2013 5:00,105.5,-6.8,2.35,-45.37,95.3,37,6.41,47.7,
2/24/2013 6:00,105.5,-6.5,2.35,-53.43,85.9,2.7,8.89,47.67,
2/24/2013 7:00,105.5,-7.1,2.35,-53.86,85.6,31.2,6.78,47.61,
2/24/2013 8:00,105.5,-7,65.3,-110.3,77.1,34.1,6.11,47.52,
2/24/2013 9:00,105.5,-4.1,280.6,-83.1,59.81,321.1,2.61,47.39,
2/24/2013 10:00,105.5,-3.5,493.7,-31.79,60.02,337.3,5.47,47.26,
2/24/2013 11:00,105.5,-3.7,673.6,42.16,62.55,345.6,6.34,47.11,
2/24/2013 12:00,105.5,-2.6,790,111.4,60.92,4,4.52,46.96,
2/24/2013 13:00,105.5,-2.8,839,156.9,62,347.6,6.05,46.8,
2/24/2013 14:00,105.5,-2.4,812,203.7,56.13,348.7,5.71,46.66,
2/24/2013 15:00,105.5,-2.2,709,190.1,56.23,342.2,5.36,46.58,
2/24/2013 16:00,105.5,-2.2,510.2,171.1,63.53,322.6,4.09,46.54,
2/24/2013 17:00,105.5,-2.5,134.3,-36.44,64.96,309.2,4.7,46.53,
2/24/2013 18:00,105.5,-2.7,27.47,-44.49,66.7,328.3,4.37,46.54,
2/24/2013 19:00,105.5,-3.5,0.98,-43.24,69.44,7.3,4.65,46.58,
2/24/2013 20:00,105.5,-3,1.17,-39.42,64.8,350.7,4.89,46.63,
2/24/2013 21:00,105.5,-3.4,1.16,-35.18,67.01,321.8,2.03,46.69,
2/24/2013 22:00,105.5,-3.8,1.16,-38.58,68.23,344.7,3.18,46.74,
2/24/2013 23:00,105.5,-3.7,1.17,-33.49,64.47,344.5,1.34,46.77,
2/25/2013 0:00,105.5,-4.1,1.17,-35.2,67.59,350.7,1.56,46.77,
2/25/2013 1:00,105.5,-3.7,1.17,-39.65,64.78,18.8,3.77,46.73,
2/25/2013 2:00,105.5,-3.2,1.17,-33.49,59.68,5.6,2.97,46.68,
2/25/2013 3:00,105.5,-2.8,1.17,-38.36,55.69,29.2,2.64,46.6,
2/25/2013 4:00,105.5,-3,1.17,-22.04,57.7,78.1,6.89,46.54,
2/25/2013 5:00,105.5,-3.1,1.17,-33.49,57.64,74.7,6.67,46.5,
2/25/2013 6:00,105.5,-2.6,1.17,-12.29,54.18,73.9,7.44,46.47,
2/25/2013 7:00,105.5,-2.1,1.17,-2.33,51.07,84.4,6.73,46.46,
2/25/2013 8:00,105.5,-2.6,10.57,-4.03,52.03,86.5,11.19,46.49,
2/25/2013 9:00,105.5,-2.6,67.33,0.64,52.82,93.6,7.78,46.56,
2/25/2013 10:00,105.6,-2.8,89.7,6.57,59.25,97.2,5.83,46.66,
2/25/2013 11:00,106.6,-3.8,135.4,-19.28,81.5,169.5,3.58,46.79,
2/25/2013 12:00,108.1,-4.8,198.7,-39.83,97,150.3,2.57,46.97,
2/25/2013 13:00,108.7,-4.4,341.8,-123.1,95.5,353,1.97,47.22,
2/25/2013 14:00,109,-3.5,248.8,-14.41,95.1,153.8,0.8,47.59,
2/25/2013 15:00,109.1,-3.1,622.2,-108.9,92.6,206.8,1.76,48.06,
2/25/2013 16:00,109.1,-2.9,321.2,86.8,86.3,352.1,5.2,48.59,
2/25/2013 17:00,109.2,-3.3,145.2,38.34,86.6,290.5,2.41,49.08,
2/25/2013 18:00,109.2,-3.5,34.43,-38.13,86.7,329.8,3.51,49.49,
2/25/2013 19:00,109.3,-4,1.17,-11.02,83.4,327.4,4.5,49.79,
2/25/2013 20:00,109.7,-4.3,1.17,-8.05,89.8,295.9,3.65,50.03,
2/25/2013 21:00,110.3,-4.9,1.17,-31.37,92.7,338.7,10.19,50.21,
2/25/2013 22:00,110.4,-5.3,1.17,-45.78,88.9,339.3,9.59,50.37,
2/25/2013 23:00,110.4,-5.3,1.17,-39,85.5,337,7.34,50.49,
2/26/2013 0:00,110.4,-5.8,0.63,-49.17,89.5,319.4,4.66,50.58,
2/26/2013 1:00,110.4,-5.9,0.44,-48.34,88,340.3,4.97,50.64,
2/26/2013 2:00,110.4,-6.1,1.17,-47.92,83.5,339.5,5.79,50.68,
2/26/2013 3:00,110.4,-6.3,1.17,-46.23,82.6,339.3,5.44,50.67,
2/26/2013 4:00,110.4,-6.6,1.17,-50.04,82.2,348.5,7.24,50.64,
2/26/2013 5:00,110.4,-6.9,1.17,-47.07,83.4,356.8,8.06,50.57,
2/26/2013 6:00,110.4,-7.7,0.98,-44.95,84.6,24.7,5.52,50.47,
2/26/2013 7:00,110.4,-8.2,0.43,-48.35,83.6,17.1,5.71,50.36,
2/26/2013 8:00,110.4,-7.5,78,-103.3,77.8,340.9,3.42,50.19,
2/26/2013 9:00,110.4,-5.1,306.6,-86.1,68.13,294,2,49.98,
2/26/2013 10:00,110.4,-3.5,549,-8.48,60.32,297.5,2.38,49.75,
2/26/2013 11:00,110.4,-3.6,499.2,-31.78,64.81,307.4,3.94,49.51,
2/26/2013 12:00,110.4,-2.8,890,124.1,66.16,270.3,3.67,49.27,
2/26/2013 13:00,110.4,-1.4,889,267.9,64.31,163.8,2.9,49.07,
2/26/2013 14:00,110.4,-1.3,938,182.9,63.45,185.3,3.29,48.94,
2/26/2013 15:00,110.4,-1.4,930,307.3,62.41,134.9,3.29,48.87,
2/26/2013 16:00,110.4,-2.4,521.3,156.6,62.8,204.2,3.28,48.86,
2/26/2013 17:00,110.4,-3.4,186.3,-52.11,66.96,270.4,3.78,48.88,
2/26/2013 18:00,110.4,-3.5,28.16,-47.89,61.48,321.5,4.17,48.93,
2/26/2013 19:00,110.4,-4.7,2.82,-45.78,60.73,9.4,4.8,48.98,
2/26/2013 20:00,110.4,-4.2,3.52,-46.21,54.42,344.5,3.98,49.03,
2/26/2013 21:00,110.4,-3.6,3.52,-41.12,57,343.8,3.95,49.06,
2/26/2013 22:00,110.4,-3.9,3.52,-39.42,59.36,325.9,2.72,49.06,
2/26/2013 23:00,110.4,-4.7,3.52,-36.89,64.14,331.6,3.07,49.02,
2/27/2013 0:00,110.4,-4.3,3.52,-27.99,62.64,343.9,2.36,48.96,
2/27/2013 1:00,110.4,-4.4,3.53,-14.84,63.3,9.8,1.89,48.91,
2/27/2013 2:00,110.4,-4.1,3.77,-13.57,63.67,27.5,2.44,48.86,
2/27/2013 3:00,110.4,-4.4,3.75,-18.65,64.86,349.1,1.69,48.82,
2/27/2013 4:00,110.4,-4.3,3.7,-33.91,64.24,318,2.11,48.78,
2/27/2013 5:00,110.4,-4.3,3.99,-26.71,62.88,40.8,4.16,48.74,
2/27/2013 6:00,110.4,-4,4.02,-25.22,61.35,50.5,3.44,48.68,
2/27/2013 7:00,110.4,-4,3.94,-36.03,59.22,30.8,3.48,48.61,
2/27/2013 8:00,110.4,-4.2,30.71,-42.82,59.7,2.4,2.23,48.5,
2/27/2013 9:00,110.4,-2.5,354.7,-24.59,54.26,76,3.83,48.36,
2/27/2013 10:00,110.4,-1.5,493.2,-44.06,52.39,112,4.13,48.18,
2/27/2013 11:00,110.4,-0.3,652.3,-9.53,48.37,111.4,6.52,47.98,
2/27/2013 12:00,110.4,1,756,119.8,46.66,117,3.93,47.77,
2/27/2013 13:00,110.4,1.7,708,168.7,50.92,172.9,3.01,47.58,
2/27/2013 14:00,110.4,1.8,623.4,118.7,49.49,169.8,2.98,47.42,
2/27/2013 15:00,110.4,1.6,359.8,89.1,46.87,174.1,2.24,47.3,
2/27/2013 16:00,110.4,1.8,451.1,162.5,45.12,171.8,2.08,47.23,
2/27/2013 17:00,110.4,1.5,217.9,-40.22,44.75,170.6,2.19,47.21,
2/27/2013 18:00,110.4,1.1,45.48,-16.52,48,162.7,1.18,47.2,
2/27/2013 19:00,110.4,-0.4,4.7,-41.95,56.74,16.9,2.02,47.2,
2/27/2013 20:00,110.4,-0.4,4.69,-45.34,44.83,32.6,4.19,47.2,
2/27/2013 21:00,110.4,-0.2,4.69,-46.18,43.77,25.7,2.08,47.2,
2/27/2013 22:00,110.4,-0.4,4.68,-44.91,44.25,32.6,2.88,47.18,
2/27/2013 23:00,110.4,-0.4,4.69,-8.05,41.41,45,2.18,47.1,
2/28/2013 0:00,110.4,-0.2,4.69,-10.17,43.43,53.9,2.26,47.02,
2/28/2013 1:00,110.4,0.6,4.69,-14.41,46.42,90.4,3.77,46.93,
2/28/2013 2:00,110.4,0.5,4.69,-4.03,47.67,85.8,4.31,46.84,
2/28/2013 3:00,110.4,1,4.69,-4.24,46.64,92.1,1.68,46.7,
2/28/2013 4:00,110.4,1.2,4.69,-4.66,45.25,42.6,1.89,46.56,
2/28/2013 5:00,110.4,0.8,4.69,-3.18,47.7,68,1.95,46.46,
2/28/2013 6:00,110.4,0.9,4.69,-6.78,47.61,62.6,2.22,46.4,
2/28/2013 7:00,110.4,0.9,4.69,-23.72,50.45,305.9,1.72,46.38,
2/28/2013 8:00,110.4,-0.7,50.56,4.66,57.78,318,1.39,46.39,
2/28/2013 9:00,110.4,0.2,152.8,21.18,57.39,262.3,1.11,46.46,
2/28/2013 10:00,110.5,0.2,217,-36.42,69.37,46.9,1.75,46.58,
2/28/2013 11:00,110.5,0.6,337,-13.13,79.7,123.4,2.23,46.77,
2/28/2013 12:00,110.5,1.1,314.2,11.64,77,135.4,2.49,47,
2/28/2013 13:00,110.6,1.4,233.4,-2.33,75.8,166.2,2.28,47.23,
2/28/2013 14:00,111.4,0.1,180.9,-57.15,87.7,147.2,2.17,47.39,
2/28/2013 15:00,112.2,-0.3,158.9,-22.23,95.8,54.6,2.82,47.51,
2/28/2013 16:00,112.7,0.8,100.3,-15.25,95.9,303.9,1.64,47.54,
2/28/2013 17:00,113.3,0.8,61.21,-27.53,96.9,311.2,3.56,47.49,
2/28/2013 18:00,114.5,1,27.96,-11.01,97.5,305.9,4.23,47.37,
2/28/2013 19:00,115.5,1.6,8.87,1.06,98,304.8,4.43,47.18,
2/28/2013 20:00,115.8,2,8.83,1.91,99.1,302.7,3.78,47,
2/28/2013 21:00,116,2.2,9.13,3.18,99.2,298.5,3.95,46.76,
2/28/2013 22:00,116.1,1.7,9.18,2.33,100,274.8,1.94,46.45,
2/28/2013 23:00,116.1,1.9,9.04,5.08,100,296.9,1.92,46.09,
3/1/2013 0:00,116.1,2.1,9.24,3.18,100,299.8,2.5,45.73,
3/1/2013 1:00,116.1,2.7,9.08,-11.86,98.3,299.2,3.54,45.4,
3/1/2013 2:00,116.1,3,8.99,-4.23,94.7,301.2,4.93,45.05,
3/1/2013 3:00,116.1,2.8,9,-6.77,96.3,309.1,4.08,44.69,
3/1/2013 4:00,116.1,2.7,9.07,-2.54,97.6,299.6,4.48,44.34,
3/1/2013 5:00,116.1,2.6,8.88,-3.18,97.7,298.1,3.8,44.02,
3/1/2013 6:00,116.1,2.6,8.9,-6.78,96,304.1,2.22,43.67,
3/1/2013 7:00,116.1,2.6,9.07,-14.4,96.6,326.5,2.61,43.28,
3/1/2013 8:00,116.1,2.6,99.9,-82.6,96.8,68.3,2.12,42.84,
3/1/2013 9:00,116.1,5.6,359.9,-16.93,81.3,231.8,1.33,42.36,
3/1/2013 10:00,116.1,3.8,363.8,56.3,90.8,190.4,1.83,41.85,
3/1/2013 11:00,116.1,4.5,452.9,61.79,86.3,240.5,1.63,41.36,
3/1/2013 12:00,116.1,5.5,752,117,80.5,209.3,1.83,40.92,
3/1/2013 13:00,116.1,7.3,561.3,140,72.8,178.9,1.91,40.53,
3/1/2013 14:00,116.1,7,668.2,27.49,75.6,165.7,2.12,40.18,
3/1/2013 15:00,116.1,7.3,566.8,103,70.4,255.7,2.19,39.9,
3/1/2013 16:00,116.1,7.2,541.7,195.4,73.4,183.3,1.99,39.69,
3/1/2013 17:00,116.1,7,111.8,-16.92,69.73,199.8,1.85,39.49,
