2000 Treeline Meterological Hourly Data (Summary),,,,,,,,,
,,,,,,,,,
Reference Dataset with the following format:,,,,,,,,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,,,,,,,
, URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Column.Variable-units| Description,,,,,,,,
,1. DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,,,,,,,
,2. Precipitation-mm| Cumulative Shielded Rain gage Depth [mm],,,,,,,,
,"3. AirTemperature-C| Air Temperature at 2m above ground, Averaged [C]",,,,,,,,
,"4. SolarRadiation-Watts/m2| Solar Radiation, Averaged [Watts/m2]",,,,,,,,
,"5. Net Radiation-Watts/m2| Net Radiation, Averaged [Watts/m2]",,,,,,,,
,"6. Relative Humidity-%| Relative Humidity at 2m above ground , Averaged [%]",,,,,,,,
,7. Wind Direction-Degree| Mean Resultant Wind Direction at 2m above ground [Degree],,,,,,,,
,"8. Wind Speed-m/s| Wind Speed at 2m above ground, Averaged [m/s]",,,,,,,,
,"9.Snow Depth-cm| Filtered depth of snow above ground, Acoustic Sensor [cm]",,,,,,,,
,Note: -6999 denotes missing data,,,,,,,,
,,,,,,,,,
DateTime,Precipitation-mm,AirTemperature-C,SolarRadiation-Watts/m2,NetRadiation-Watts/m2,RelativeHumidity-%,WindDirection-Degree,WindSpeed-m/s,SnowDepth-cm,
09/13/2000 22:00,401.20,24.2,-6999,-6999,21.12,54.9,3.77,-6999,
09/13/2000 23:00,401.20,24.3,-6999,-6999,18.57,96.2,3.64,-6999,
09/14/2000 00:00,401.20,24.4,-6999,-6999,17.36,125.7,3.71,-6999,
09/14/2000 01:00,401.20,24.5,-6999,-6999,19.50,131.0,3.93,-6999,
09/14/2000 02:00,401.20,24.3,-6999,-6999,20.68,132.8,4.17,-6999,
09/14/2000 03:00,401.20,23.8,-6999,-6999,21.43,130.2,3.70,-6999,
09/14/2000 04:00,401.20,23.5,-6999,-6999,22.33,127.6,3.33,-6999,
09/14/2000 05:00,401.20,23.6,-6999,-6999,22.26,134.0,4.48,-6999,
09/14/2000 06:00,401.20,23.4,-6999,-6999,22.01,136.6,4.05,-6999,
09/14/2000 07:00,401.20,23.1,-6999,-6999,22.05,147.7,4.07,-6999,
09/14/2000 08:00,401.20,23.8,-6999,-6999,20.29,149.9,4.50,-6999,
09/14/2000 09:00,401.20,25.1,-6999,-6999,17.75,146.3,6.67,-6999,
09/14/2000 10:00,401.20,26.0,-6999,-6999,16.26,144.9,7.32,-6999,
09/14/2000 11:00,401.20,27.0,-6999,-6999,15.27,168.7,5.77,-6999,
09/14/2000 12:00,401.20,28.7,-6999,-6999,16.48,179.4,2.80,-6999,
09/14/2000 13:00,401.20,31.7,-6999,-6999,13.94,211.2,1.83,-6999,
09/14/2000 14:00,401.20,32.0,-6999,-6999,10.78,213.4,1.90,-6999,
09/14/2000 15:00,401.20,33.2,-6999,-6999,9.82,209.9,1.70,-6999,
09/14/2000 16:00,401.20,32.0,-6999,-6999,9.82,207.2,1.81,-6999,
09/14/2000 17:00,401.20,31.4,-6999,-6999,9.65,209.2,1.36,-6999,
09/14/2000 18:00,401.20,30.0,-6999,-6999,9.50,204.3,1.22,-6999,
09/14/2000 19:00,401.20,28.8,-6999,-6999,10.11,167.5,2.02,-6999,
09/14/2000 20:00,401.20,28.2,-6999,-6999,10.42,162.0,2.59,-6999,
09/14/2000 21:00,401.20,28.4,-6999,-6999,10.41,154.0,3.93,-6999,
09/14/2000 22:00,401.20,28.2,-6999,-6999,10.94,152.5,4.96,-6999,
09/14/2000 23:00,401.20,27.5,-6999,-6999,11.86,136.9,5.24,-6999,
09/15/2000 00:00,401.20,27.1,-6999,-6999,12.56,139.3,5.43,-6999,
09/15/2000 01:00,401.20,26.8,-6999,-6999,12.91,134.9,5.31,-6999,
09/15/2000 02:00,401.20,26.1,-6999,-6999,13.29,130.9,4.92,-6999,
09/15/2000 03:00,401.20,25.6,-6999,-6999,13.17,120.3,3.84,-6999,
09/15/2000 04:00,401.20,25.3,-6999,-6999,12.90,132.6,4.70,-6999,
09/15/2000 05:00,401.20,24.1,-6999,-6999,14.02,156.6,2.43,-6999,
09/15/2000 06:00,401.20,23.3,-6999,-6999,14.85,136.6,3.80,-6999,
09/15/2000 07:00,401.20,21.2,-6999,-6999,19.30,188.2,0.70,-6999,
09/15/2000 08:00,401.20,22.4,-6999,-6999,21.17,199.0,0.79,-6999,
09/15/2000 09:00,401.20,22.9,-6999,-6999,21.36,192.8,0.87,-6999,
09/15/2000 10:00,401.20,24.6,-6999,-6999,21.82,209.4,1.00,-6999,
09/15/2000 11:00,401.20,25.0,-6999,-6999,23.07,217.7,1.24,-6999,
09/15/2000 12:00,401.20,24.8,-6999,-6999,24.86,244.0,1.09,-6999,
09/15/2000 13:00,401.20,26.6,-6999,-6999,21.60,219.0,1.22,-6999,
09/15/2000 14:00,401.20,26.1,-6999,-6999,24.80,219.4,1.35,-6999,
09/15/2000 15:00,401.20,27.0,-6999,-6999,24.95,233.8,1.35,-6999,
09/15/2000 16:00,401.20,27.1,-6999,-6999,20.84,232.6,1.27,-6999,
09/15/2000 17:00,401.20,26.0,-6999,-6999,22.71,337.1,1.83,-6999,
09/15/2000 18:00,401.20,23.0,-6999,-6999,29.09,46.5,3.66,-6999,
09/15/2000 19:00,401.20,23.1,-6999,-6999,24.15,36.9,3.19,-6999,
09/15/2000 20:00,401.20,23.0,-6999,-6999,20.77,36.2,3.57,-6999,
09/15/2000 21:00,401.20,22.9,-6999,-6999,21.64,48.4,2.91,-6999,
09/15/2000 22:00,401.20,23.3,-6999,-6999,20.64,1.4,1.84,-6999,
09/15/2000 23:00,401.20,22.3,-6999,-6999,23.65,21.1,0.77,-6999,
09/16/2000 00:00,401.20,22.2,-6999,-6999,24.42,335.8,0.82,-6999,
09/16/2000 01:00,401.20,22.0,-6999,-6999,24.40,345.3,0.98,-6999,
09/16/2000 02:00,401.20,21.9,-6999,-6999,24.77,337.2,1.87,-6999,
09/16/2000 03:00,401.20,21.6,-6999,-6999,24.90,335.3,1.26,-6999,
09/16/2000 04:00,401.20,20.8,-6999,-6999,27.14,339.7,0.36,-6999,
09/16/2000 05:00,401.20,20.1,-6999,-6999,28.88,8.9,1.08,-6999,
09/16/2000 06:00,401.20,21.0,-6999,-6999,27.14,312.5,0.91,-6999,
09/16/2000 07:00,401.20,19.3,-6999,-6999,30.94,336.2,0.51,-6999,
09/16/2000 08:00,401.20,20.9,-6999,-6999,30.34,126.2,0.30,-6999,
09/16/2000 09:00,401.20,20.6,-6999,-6999,34.62,256.2,0.76,-6999,
09/16/2000 10:00,401.20,20.9,-6999,-6999,37.28,175.1,1.10,-6999,
09/16/2000 11:00,401.20,21.9,-6999,-6999,35.67,201.8,1.21,-6999,
09/16/2000 12:00,401.20,23.0,-6999,-6999,35.43,216.3,1.29,-6999,
09/16/2000 13:00,401.20,22.7,-6999,-6999,36.82,219.7,0.96,-6999,
09/16/2000 14:00,401.20,23.9,-6999,-6999,34.70,234.7,0.95,-6999,
09/16/2000 15:00,401.20,24.7,-6999,-6999,32.54,230.3,1.06,-6999,
09/16/2000 16:00,401.20,25.0,-6999,-6999,30.46,223.4,1.13,-6999,
09/16/2000 17:00,401.20,24.4,-6999,-6999,29.49,223.1,1.00,-6999,
09/16/2000 18:00,401.20,22.5,-6999,-6999,36.17,333.6,2.03,-6999,
09/16/2000 19:00,401.20,20.2,-6999,-6999,44.80,40.2,3.79,-6999,
09/16/2000 20:00,401.20,19.5,-6999,-6999,47.97,19.1,3.33,-6999,
09/16/2000 21:00,401.20,18.8,-6999,-6999,49.53,357.0,4.95,-6999,
09/16/2000 22:00,401.20,18.8,-6999,-6999,51.18,6.3,5.48,-6999,
09/16/2000 23:00,401.20,19.9,-6999,-6999,38.03,29.8,4.34,-6999,
09/17/2000 00:00,401.20,19.5,-6999,-6999,37.94,43.6,1.88,-6999,
09/17/2000 01:00,401.20,17.3,-6999,-6999,50.30,18.8,2.21,-6999,
09/17/2000 02:00,401.20,16.4,-6999,-6999,59.77,50.6,4.11,-6999,
09/17/2000 03:00,401.20,16.4,-6999,-6999,62.05,47.2,4.43,-6999,
09/17/2000 04:00,401.20,17.3,-6999,-6999,57.58,3.2,3.65,-6999,
09/17/2000 05:00,401.20,15.8,-6999,-6999,65.22,23.7,2.91,-6999,
09/17/2000 06:00,401.20,13.9,-6999,-6999,73.80,326.7,1.69,-6999,
09/17/2000 07:00,401.20,12.8,-6999,-6999,75.40,337.5,0.83,-6999,
09/17/2000 08:00,401.20,15.2,-6999,-6999,58.00,356.1,1.86,-6999,
09/17/2000 09:00,401.20,17.0,-6999,-6999,54.73,306.3,1.48,-6999,
09/17/2000 10:00,401.20,19.1,-6999,-6999,52.19,152.0,1.09,-6999,
09/17/2000 11:00,401.20,21.5,-6999,-6999,41.29,295.0,1.14,-6999,
09/17/2000 12:00,401.20,22.2,-6999,-6999,37.12,307.1,1.19,-6999,
09/17/2000 13:00,401.20,22.9,-6999,-6999,37.29,292.8,2.03,-6999,
09/17/2000 14:00,401.20,23.0,-6999,-6999,39.31,273.9,1.95,-6999,
09/17/2000 15:00,401.20,23.2,-6999,-6999,38.49,294.7,2.04,-6999,
09/17/2000 16:00,401.20,23.0,-6999,-6999,38.83,305.4,1.70,-6999,
09/17/2000 17:00,401.20,22.6,-6999,-6999,37.07,311.0,1.55,-6999,
09/17/2000 18:00,401.20,21.7,-6999,-6999,40.19,304.2,1.91,-6999,
09/17/2000 19:00,401.20,20.3,-6999,-6999,45.42,312.4,1.52,-6999,
09/17/2000 20:00,401.20,19.4,-6999,-6999,46.90,354.1,1.44,-6999,
09/17/2000 21:00,401.20,19.4,-6999,-6999,44.84,348.4,2.05,-6999,
09/17/2000 22:00,401.20,19.4,-6999,-6999,44.77,345.5,3.42,-6999,
09/17/2000 23:00,401.20,19.3,-6999,-6999,42.86,9.2,3.24,-6999,
09/18/2000 00:00,401.20,18.7,-6999,-6999,43.36,44.9,3.05,-6999,
09/18/2000 01:00,401.20,18.1,-6999,-6999,41.99,64.2,2.94,-6999,
09/18/2000 02:00,401.20,18.6,-6999,-6999,37.36,70.5,3.81,-6999,
09/18/2000 03:00,401.20,18.9,-6999,-6999,33.25,5.1,1.93,-6999,
09/18/2000 04:00,401.20,17.9,-6999,-6999,39.58,46.0,2.87,-6999,
09/18/2000 05:00,401.20,17.5,-6999,-6999,41.49,21.3,2.80,-6999,
09/18/2000 06:00,401.20,17.0,-6999,-6999,43.68,30.9,3.24,-6999,
09/18/2000 07:00,401.20,17.4,-6999,-6999,39.55,35.8,2.74,-6999,
09/18/2000 08:00,401.20,18.3,-6999,-6999,37.73,334.2,1.51,-6999,
09/18/2000 09:00,401.20,19.0,-6999,-6999,37.73,346.1,2.97,-6999,
09/18/2000 10:00,401.20,20.1,-6999,-6999,36.12,346.6,2.47,-6999,
09/18/2000 11:00,401.20,20.8,-6999,-6999,37.73,256.2,1.12,-6999,
09/18/2000 12:00,401.20,20.7,-6999,-6999,38.64,318.5,1.58,-6999,
09/18/2000 13:00,401.20,22.9,-6999,-6999,32.33,287.0,1.99,-6999,
09/18/2000 14:00,401.20,23.3,-6999,-6999,31.11,292.5,1.90,-6999,
09/18/2000 15:00,401.20,23.8,-6999,-6999,29.13,298.2,2.23,-6999,
09/18/2000 16:00,401.20,23.1,-6999,-6999,31.17,313.3,2.88,-6999,
09/18/2000 17:00,401.20,22.8,-6999,-6999,31.39,312.1,2.94,-6999,
09/18/2000 18:00,401.20,22.2,-6999,-6999,32.18,315.1,2.98,-6999,
09/18/2000 19:00,401.20,21.0,-6999,-6999,35.25,327.1,2.72,-6999,
09/18/2000 20:00,401.20,20.0,-6999,-6999,37.39,335.7,4.40,-6999,
09/18/2000 21:00,401.20,19.0,-6999,-6999,39.38,339.8,4.67,-6999,
09/18/2000 22:00,401.20,17.8,-6999,-6999,43.81,358.0,4.14,-6999,
09/18/2000 23:00,401.20,16.8,-6999,-6999,48.78,13.9,3.38,-6999,
09/19/2000 00:00,401.20,16.2,-6999,-6999,51.69,70.7,3.12,-6999,
09/19/2000 01:00,401.20,16.4,-6999,-6999,51.94,359.3,2.81,-6999,
09/19/2000 02:00,401.20,16.3,-6999,-6999,53.34,343.0,2.21,-6999,
09/19/2000 03:00,401.20,15.8,-6999,-6999,58.52,341.3,2.57,-6999,
09/19/2000 04:00,401.20,14.9,-6999,-6999,63.93,341.1,2.97,-6999,
09/19/2000 05:00,401.20,14.1,-6999,-6999,68.23,327.6,1.78,-6999,
09/19/2000 06:00,401.20,13.8,-6999,-6999,71.20,338.6,1.93,-6999,
09/19/2000 07:00,401.20,13.5,-6999,-6999,72.50,334.5,2.26,-6999,
09/19/2000 08:00,401.20,14.0,-6999,-6999,72.90,342.3,2.52,-6999,
09/19/2000 09:00,401.20,14.9,-6999,-6999,70.10,315.3,1.54,-6999,
09/19/2000 10:00,401.20,15.0,-6999,-6999,73.70,295.8,1.24,-6999,
09/19/2000 11:00,401.20,16.1,-6999,-6999,69.94,305.9,1.72,-6999,
09/19/2000 12:00,401.20,16.6,-6999,-6999,65.13,310.8,2.42,-6999,
09/19/2000 13:00,401.20,16.6,-6999,-6999,66.49,334.0,2.56,-6999,
09/19/2000 14:00,401.20,18.0,-6999,-6999,57.96,326.3,3.28,-6999,
09/19/2000 15:00,401.20,17.9,-6999,-6999,52.64,325.1,3.84,-6999,
09/19/2000 16:00,401.20,18.7,-6999,-6999,39.59,320.4,4.31,-6999,
09/19/2000 17:00,401.20,18.5,-6999,-6999,31.73,318.8,4.47,-6999,
09/19/2000 18:00,401.20,18.1,-6999,-6999,30.87,304.0,3.68,-6999,
09/19/2000 19:00,401.20,16.7,-6999,-6999,37.07,305.5,2.71,-6999,
09/19/2000 20:00,401.20,15.2,-6999,-6999,45.07,324.6,1.55,-6999,
09/19/2000 21:00,401.20,13.8,-6999,-6999,45.54,353.0,0.84,-6999,
09/19/2000 22:00,401.20,13.5,-6999,-6999,39.95,324.3,1.33,-6999,
09/19/2000 23:00,401.20,13.1,-6999,-6999,37.24,21.6,1.35,-6999,
09/20/2000 00:00,401.20,12.2,-6999,-6999,37.17,42.7,2.71,-6999,
09/20/2000 01:00,401.20,11.7,-6999,-6999,37.73,358.3,2.19,-6999,
09/20/2000 02:00,401.20,11.8,-6999,-6999,37.35,334.9,1.22,-6999,
09/20/2000 03:00,401.20,11.7,-6999,-6999,34.16,2.6,1.67,-6999,
09/20/2000 04:00,401.20,11.6,-6999,-6999,33.68,131.9,1.49,-6999,
09/20/2000 05:00,401.20,10.0,-6999,-6999,46.29,204.0,1.33,-6999,
09/20/2000 06:00,401.20,8.0,-6999,-6999,56.37,154.6,0.71,-6999,
09/20/2000 07:00,401.20,8.4,-6999,-6999,52.17,27.0,0.50,-6999,
09/20/2000 08:00,401.20,11.6,-6999,-6999,42.34,134.1,0.75,-6999,
09/20/2000 09:00,401.20,13.4,-6999,-6999,39.15,163.1,0.80,-6999,
09/20/2000 10:00,401.20,13.9,-6999,-6999,38.28,234.9,0.73,-6999,
09/20/2000 11:00,401.20,14.7,-6999,-6999,37.94,233.3,0.89,-6999,
09/20/2000 12:00,401.20,16.1,-6999,-6999,32.79,211.0,1.69,-6999,
09/20/2000 13:00,401.20,18.0,-6999,-6999,25.73,207.6,1.63,-6999,
09/20/2000 14:00,401.20,18.7,-6999,-6999,23.53,211.0,1.54,-6999,
09/20/2000 15:00,401.20,19.4,-6999,-6999,20.65,202.4,1.68,-6999,
09/20/2000 16:00,401.20,19.5,-6999,-6999,19.04,200.9,1.43,-6999,
09/20/2000 17:00,401.20,18.4,-6999,-6999,17.37,205.7,0.92,-6999,
09/20/2000 18:00,401.20,17.1,-6999,-6999,17.94,229.2,0.40,-6999,
09/20/2000 19:00,401.20,15.4,-6999,-6999,21.18,313.3,0.26,-6999,
09/20/2000 20:00,401.20,15.3,-6999,-6999,16.61,349.3,1.17,-6999,
09/20/2000 21:00,401.20,15.6,-6999,-6999,14.23,323.9,0.54,-6999,
09/20/2000 22:00,401.20,15.2,-6999,-6999,17.43,323.1,0.87,-6999,
09/20/2000 23:00,401.20,14.6,-6999,-6999,16.00,329.5,0.22,-6999,
09/21/2000 00:00,401.20,13.9,-6999,-6999,17.13,321.7,1.23,-6999,
09/21/2000 01:00,401.20,13.5,-6999,-6999,22.15,335.1,2.16,-6999,
09/21/2000 02:00,401.20,12.0,-6999,-6999,28.30,50.8,4.04,-6999,
09/21/2000 03:00,401.20,12.2,-6999,-6999,37.41,32.9,3.25,-6999,
09/21/2000 04:00,401.20,11.4,-6999,-6999,43.34,306.3,1.14,-6999,
09/21/2000 05:00,401.20,9.2,-6999,-6999,47.12,64.5,0.73,-6999,
09/21/2000 06:00,401.20,8.9,-6999,-6999,49.89,334.9,0.90,-6999,
09/21/2000 07:00,401.20,7.8,-6999,-6999,60.78,352.1,1.35,-6999,
09/21/2000 08:00,401.20,9.3,-6999,-6999,60.12,312.9,1.01,-6999,
09/21/2000 09:00,401.20,8.9,-6999,-6999,65.51,273.2,0.49,-6999,
09/21/2000 10:00,401.20,11.1,-6999,-6999,59.29,182.4,1.34,-6999,
09/21/2000 11:00,401.20,13.5,-6999,-6999,51.33,222.3,1.33,-6999,
09/21/2000 12:00,401.20,14.4,-6999,-6999,45.81,252.4,1.68,-6999,
09/21/2000 13:00,401.20,15.9,-6999,-6999,38.74,228.7,1.90,-6999,
09/21/2000 14:00,401.20,15.7,-6999,-6999,36.50,282.9,2.16,-6999,
09/21/2000 15:00,401.20,15.0,-6999,-6999,38.22,287.1,2.34,-6999,
09/21/2000 16:00,401.20,14.8,-6999,-6999,37.48,285.0,2.21,-6999,
09/21/2000 17:00,401.20,14.0,-6999,-6999,37.93,290.5,2.62,-6999,
09/21/2000 18:00,401.20,13.1,-6999,-6999,40.61,304.9,2.86,-6999,
09/21/2000 19:00,401.20,11.7,-6999,-6999,47.45,308.1,2.55,-6999,
09/21/2000 20:00,401.20,10.6,-6999,-6999,51.86,339.8,4.51,-6999,
09/21/2000 21:00,401.20,9.0,-6999,-6999,59.80,35.4,4.86,-6999,
09/21/2000 22:00,401.20,8.6,-6999,-6999,61.09,70.7,4.21,-6999,
09/21/2000 23:00,401.20,9.1,-6999,-6999,55.52,50.5,2.83,-6999,
09/22/2000 00:00,401.20,8.6,-6999,-6999,53.73,15.7,1.55,-6999,
09/22/2000 01:00,401.20,7.3,-6999,-6999,59.86,353.8,0.47,-6999,
09/22/2000 02:00,401.20,6.7,-6999,-6999,62.65,315.5,0.61,-6999,
09/22/2000 03:00,401.20,6.0,-6999,-6999,66.43,197.2,1.33,-6999,
09/22/2000 04:00,401.20,4.9,-6999,-6999,72.70,215.0,1.64,-6999,
09/22/2000 05:00,401.20,3.7,-6999,-6999,78.00,196.1,2.11,-6999,
09/22/2000 06:00,401.20,3.2,-6999,-6999,80.10,199.2,1.65,-6999,
09/22/2000 07:00,401.20,3.0,-6999,-6999,86.40,197.8,0.97,-6999,
09/22/2000 08:00,401.20,2.6,-6999,-6999,94.10,193.8,0.45,-6999,
09/22/2000 09:00,401.20,2.2,-6999,-6999,96.30,208.0,0.72,-6999,
09/22/2000 10:00,401.20,0.5,-6999,-6999,97.50,164.1,1.07,-6999,
09/22/2000 11:00,401.20,1.2,-6999,-6999,96.40,154.4,1.48,-6999,
09/22/2000 12:00,401.20,2.9,-6999,-6999,93.30,186.4,0.89,-6999,
09/22/2000 13:00,401.20,3.6,-6999,-6999,84.90,173.5,1.27,-6999,
09/22/2000 14:00,401.30,5.5,-6999,-6999,77.70,197.1,1.13,-6999,
09/22/2000 15:00,401.30,6.1,-6999,-6999,72.90,189.0,0.86,-6999,
09/22/2000 16:00,401.30,6.8,-6999,-6999,71.00,265.4,1.24,-6999,
09/22/2000 17:00,401.30,7.1,-6999,-6999,69.81,290.2,1.66,-6999,
09/22/2000 18:00,401.30,6.0,-6999,-6999,64.61,334.5,2.16,-6999,
09/22/2000 19:00,401.40,5.3,-6999,-6999,66.44,319.9,1.23,-6999,
09/22/2000 20:00,401.40,4.7,-6999,-6999,71.00,335.8,1.53,-6999,
09/22/2000 21:00,401.40,4.0,-6999,-6999,66.61,54.1,2.56,-6999,
09/22/2000 22:00,401.40,4.3,-6999,-6999,62.05,62.8,3.38,-6999,
09/22/2000 23:00,401.40,4.5,-6999,-6999,53.76,23.2,3.29,-6999,
09/23/2000 00:00,404.40,4.0,-6999,-6999,49.54,34.6,3.75,-6999,
09/23/2000 01:00,404.40,3.7,-6999,-6999,43.53,41.3,3.02,-6999,
09/23/2000 02:00,404.40,3.5,-6999,-6999,40.89,353.7,2.12,-6999,
09/23/2000 03:00,404.40,2.9,-6999,-6999,42.84,347.8,1.50,-6999,
09/23/2000 04:00,404.40,1.1,-6999,-6999,60.66,313.8,0.68,-6999,
09/23/2000 05:00,404.40,0.6,-6999,-6999,66.39,323.6,1.11,-6999,
09/23/2000 06:00,404.40,0.7,-6999,-6999,61.02,318.1,0.67,-6999,
09/23/2000 07:00,404.40,0.2,-6999,-6999,63.28,327.2,0.85,-6999,
09/23/2000 08:00,404.40,2.4,-6999,-6999,58.95,325.9,0.79,-6999,
09/23/2000 09:00,404.40,4.7,-6999,-6999,52.42,279.6,0.50,-6999,
09/23/2000 10:00,404.40,5.2,-6999,-6999,55.94,268.9,1.05,-6999,
09/23/2000 11:00,404.40,5.8,-6999,-6999,57.30,216.7,1.23,-6999,
09/23/2000 12:00,404.40,7.1,-6999,-6999,37.86,286.5,1.51,-6999,
09/23/2000 13:00,404.40,7.3,-6999,-6999,32.86,340.9,1.93,-6999,
09/23/2000 14:00,404.40,7.9,-6999,-6999,31.85,327.3,2.42,-6999,
09/23/2000 15:00,404.40,8.3,-6999,-6999,30.22,336.6,2.48,-6999,
09/23/2000 16:00,404.40,9.1,-6999,-6999,28.33,323.4,2.24,-6999,
09/23/2000 17:00,404.40,9.4,-6999,-6999,28.00,304.8,1.80,-6999,
09/23/2000 18:00,404.40,8.6,-6999,-6999,29.74,302.4,1.38,-6999,
09/23/2000 19:00,404.40,7.1,-6999,-6999,32.08,314.2,0.77,-6999,
09/23/2000 20:00,404.40,6.1,-6999,-6999,33.69,316.8,0.72,-6999,
09/23/2000 21:00,404.40,5.9,-6999,-6999,32.38,354.8,1.15,-6999,
09/23/2000 22:00,404.40,6.6,-6999,-6999,28.51,9.8,1.98,-6999,
09/23/2000 23:00,404.40,6.5,-6999,-6999,27.60,15.0,1.29,-6999,
09/24/2000 00:00,404.40,6.9,-6999,-6999,25.82,26.0,1.72,-6999,
09/24/2000 01:00,404.40,6.5,-6999,-6999,25.44,25.8,1.59,-6999,
09/24/2000 02:00,404.40,7.4,-6999,-6999,22.84,344.3,1.47,-6999,
09/24/2000 03:00,404.40,5.7,-6999,-6999,28.18,354.4,1.11,-6999,
09/24/2000 04:00,404.40,5.5,-6999,-6999,29.89,331.9,0.73,-6999,
09/24/2000 05:00,404.40,5.3,-6999,-6999,31.09,323.1,0.97,-6999,
09/24/2000 06:00,404.40,5.3,-6999,-6999,31.59,322.5,1.08,-6999,
09/24/2000 07:00,404.40,5.3,-6999,-6999,32.07,323.3,0.75,-6999,
09/24/2000 08:00,404.40,8.1,-6999,-6999,28.01,138.7,0.37,-6999,
09/24/2000 09:00,404.40,10.5,-6999,-6999,25.24,210.0,0.60,-6999,
09/24/2000 10:00,404.40,10.9,-6999,-6999,25.69,193.5,1.08,-6999,
09/24/2000 11:00,404.40,12.5,-6999,-6999,25.01,222.9,1.01,-6999,
09/24/2000 12:00,404.40,13.3,-6999,-6999,25.49,221.4,1.05,-6999,
09/24/2000 13:00,404.40,14.7,-6999,-6999,24.33,213.7,1.48,-6999,
09/24/2000 14:00,404.40,14.9,-6999,-6999,22.18,217.2,1.56,-6999,
09/24/2000 15:00,404.40,15.1,-6999,-6999,20.83,213.3,1.38,-6999,
09/24/2000 16:00,404.40,15.0,-6999,-6999,19.45,211.9,1.23,-6999,
09/24/2000 17:00,404.40,14.0,-6999,-6999,18.82,203.5,0.98,-6999,
09/24/2000 18:00,404.40,12.4,-6999,-6999,20.32,211.8,0.65,-6999,
09/24/2000 19:00,404.40,11.1,-6999,-6999,22.73,201.2,0.22,-6999,
09/24/2000 20:00,404.40,10.7,-6999,-6999,24.70,111.3,1.34,-6999,
09/24/2000 21:00,404.40,11.0,-6999,-6999,24.22,143.1,1.96,-6999,
09/24/2000 22:00,404.40,10.4,-6999,-6999,25.05,177.4,0.73,-6999,
09/24/2000 23:00,404.40,10.7,-6999,-6999,25.30,134.1,2.71,-6999,
09/25/2000 00:00,404.40,10.8,-6999,-6999,24.06,133.2,3.88,-6999,
09/25/2000 01:00,404.40,10.6,-6999,-6999,22.98,139.6,3.65,-6999,
09/25/2000 02:00,404.40,10.7,-6999,-6999,23.29,135.6,6.07,-6999,
09/25/2000 03:00,404.40,10.5,-6999,-6999,22.98,137.3,7.23,-6999,
09/25/2000 04:00,404.40,10.5,-6999,-6999,22.61,140.4,7.27,-6999,
09/25/2000 05:00,404.40,10.9,-6999,-6999,22.81,138.6,6.92,-6999,
09/25/2000 06:00,404.40,11.0,-6999,-6999,22.96,137.0,6.54,-6999,
09/25/2000 07:00,404.40,10.5,-6999,-6999,24.19,139.8,4.16,-6999,
09/25/2000 08:00,404.40,11.3,-6999,-6999,24.59,149.1,0.99,-6999,
09/25/2000 09:00,404.40,13.0,-6999,-6999,23.07,171.2,1.44,-6999,
09/25/2000 10:00,404.40,13.5,-6999,-6999,23.19,174.9,1.77,-6999,
09/25/2000 11:00,404.40,14.9,-6999,-6999,23.64,186.7,1.35,-6999,
09/25/2000 12:00,404.40,15.3,-6999,-6999,23.70,227.3,0.98,-6999,
09/25/2000 13:00,404.40,16.4,-6999,-6999,22.58,231.2,1.02,-6999,
09/25/2000 14:00,404.40,17.2,-6999,-6999,22.77,219.2,1.33,-6999,
09/25/2000 15:00,404.40,17.6,-6999,-6999,21.36,211.2,1.19,-6999,
09/25/2000 16:00,404.40,17.8,-6999,-6999,20.65,227.3,0.43,-6999,
09/25/2000 17:00,404.40,16.5,-6999,-6999,22.23,226.2,0.47,-6999,
09/25/2000 18:00,404.40,15.4,-6999,-6999,23.65,253.8,0.19,-6999,
09/25/2000 19:00,404.40,13.8,-6999,-6999,26.59,327.3,0.69,-6999,
09/25/2000 20:00,404.40,12.7,-6999,-6999,28.27,342.0,1.59,-6999,
09/25/2000 21:00,404.40,12.9,-6999,-6999,26.15,336.8,0.57,-6999,
09/25/2000 22:00,404.40,13.2,-6999,-6999,22.73,335.2,0.14,-6999,
09/25/2000 23:00,404.40,12.9,-6999,-6999,22.00,342.8,0.32,-6999,
09/26/2000 00:00,404.40,13.0,-6999,-6999,22.07,1.3,0.07,-6999,
09/26/2000 01:00,404.40,12.2,-6999,-6999,23.51,4.0,0.45,-6999,
09/26/2000 02:00,404.40,12.3,-6999,-6999,23.89,348.8,0.32,-6999,
09/26/2000 03:00,404.40,11.6,-6999,-6999,24.92,10.2,1.31,-6999,
09/26/2000 04:00,404.40,12.0,-6999,-6999,24.46,29.3,1.70,-6999,
09/26/2000 05:00,404.40,11.7,-6999,-6999,25.68,11.5,1.23,-6999,
09/26/2000 06:00,404.40,11.7,-6999,-6999,25.20,5.0,0.96,-6999,
09/26/2000 07:00,404.40,10.9,-6999,-6999,28.02,312.2,0.64,-6999,
09/26/2000 08:00,404.40,13.3,-6999,-6999,25.68,23.3,0.35,-6999,
09/26/2000 09:00,404.40,15.3,-6999,-6999,23.25,234.6,0.48,-6999,
09/26/2000 10:00,404.40,15.6,-6999,-6999,24.07,195.2,0.66,-6999,
